sector,donor,w,rmse,n_don,n_tr,treated
1399,144,0.01992631841081724,0.14068048078909515,24,20,0.0
1399,152,0.11366325117167408,0.14068048078909515,24,20,0.0
1399,188,0.0,0.14068048078909515,24,20,0.0
1399,214,0.09813346420844413,0.14068048078909515,24,20,0.0
1399,222,0.07828861059666399,0.14068048078909515,24,20,0.0
1399,242,0.041772986961753814,0.14068048078909515,24,20,0.0
1399,320,0.02836046080013921,0.14068048078909515,24,20,0.0
1399,340,0.041297801477585175,0.14068048078909515,24,20,0.0
1399,388,0.0818854345773401,0.14068048078909515,24,20,0.0
1399,422,0.01664785894956126,0.14068048078909515,24,20,0.0
1399,450,0.009823109531651764,0.14068048078909515,24,20,0.0
1399,458,0.07720936779303242,0.14068048078909515,24,20,0.0
1399,504,0.0,0.14068048078909515,24,20,0.0
1399,524,0.0,0.14068048078909515,24,20,0.0
1399,558,0.0,0.14068048078909515,24,20,0.0
1399,566,0.0,0.14068048078909515,24,20,0.0
1399,591,0.0,0.14068048078909515,24,20,0.0
1399,604,0.0893176610543297,0.14068048078909515,24,20,0.0
1399,608,0.08421379847037716,0.14068048078909515,24,20,0.0
1399,688,0.0005254709411753208,0.14068048078909515,24,20,0.0
1399,710,0.0729143247286682,0.14068048078909515,24,20,0.0
1399,764,0.07473297834663535,0.14068048078909515,24,20,0.0
1399,32,,0.14068048078909515,24,20,1.0
1399,76,,0.14068048078909515,24,20,1.0
1399,100,,0.14068048078909515,24,20,1.0
1399,170,,0.14068048078909515,24,20,1.0
1399,191,,0.14068048078909515,24,20,1.0
1399,218,,0.14068048078909515,24,20,1.0
1399,348,,0.14068048078909515,24,20,1.0
1399,360,,0.14068048078909515,24,20,1.0
1399,484,,0.14068048078909515,24,20,1.0
1399,586,,0.14068048078909515,24,20,1.0
1399,616,,0.14068048078909515,24,20,1.0
1399,642,,0.14068048078909515,24,20,1.0
1399,643,,0.14068048078909515,24,20,1.0
1399,682,,0.14068048078909515,24,20,1.0
1399,699,,0.14068048078909515,24,20,1.0
1399,704,,0.14068048078909515,24,20,1.0
1399,784,,0.14068048078909515,24,20,1.0
1399,788,,0.14068048078909515,24,20,1.0
1399,792,,0.14068048078909515,24,20,1.0
1399,818,,0.14068048078909515,24,20,1.0
1410,4,0.005238067084803793,0.0468432151010757,77,25,0.0
1410,8,0.00785335175553549,0.0468432151010757,77,25,0.0
1410,44,0.0,0.0468432151010757,77,25,0.0
1410,48,0.008689088731189685,0.0468432151010757,77,25,0.0
1410,51,0.01475277376836523,0.0468432151010757,77,25,0.0
1410,60,0.003986317810399177,0.0468432151010757,77,25,0.0
1410,70,0.014196494191025507,0.0468432151010757,77,25,0.0
1410,96,0.013607865394100178,0.0468432151010757,77,25,0.0
1410,112,0.019445646359358568,0.0468432151010757,77,25,0.0
1410,116,0.023341265249197173,0.0468432151010757,77,25,0.0
1410,120,0.012110019231892555,0.0468432151010757,77,25,0.0
1410,144,0.0176292040133255,0.0468432151010757,77,25,0.0
1410,152,0.00919756172730941,0.0468432151010757,77,25,0.0
1410,184,0.0011459824090631653,0.0468432151010757,77,25,0.0
1410,188,0.012333722440378619,0.0468432151010757,77,25,0.0
1410,212,0.011203443737624243,0.0468432151010757,77,25,0.0
1410,214,0.01451612586252572,0.0468432151010757,77,25,0.0
1410,222,0.017876386652740536,0.0468432151010757,77,25,0.0
1410,231,0.010009966922171655,0.0468432151010757,77,25,0.0
1410,242,0.015223887883417922,0.0468432151010757,77,25,0.0
1410,258,0.0,0.0468432151010757,77,25,0.0
1410,268,0.01547948978784103,0.0468432151010757,77,25,0.0
1410,288,0.017809716806027668,0.0468432151010757,77,25,0.0
1410,320,0.015489627885704198,0.0468432151010757,77,25,0.0
1410,324,0.004848657730524453,0.0468432151010757,77,25,0.0
1410,328,0.001573351581046996,0.0468432151010757,77,25,0.0
1410,332,0.020443758719481207,0.0468432151010757,77,25,0.0
1410,340,0.019643134789355924,0.0468432151010757,77,25,0.0
1410,384,0.00895602224521966,0.0468432151010757,77,25,0.0
1410,388,0.0073820438105063205,0.0468432151010757,77,25,0.0
